1145|We Were the Mulvaneys|1996|3.7|77251|452282829/9780452282830
1146|Understanding Comics: The Invisible Art|1993|3.98|77277|006097625X/9780060976260
1148|The Psychopath Test: A Journey Through the Madness Industry|2011|3.91|44097|1594485755/9781594485760
1149|Vanishing Acts|2005|3.68|79662|743454553/9780743454550
1150|Absolute Power|1995|4.15|72481|330419641/9780330419640
1152|The Time Keeper|2012|3.85|72277|1401322786/9781401322790
1154|Moneyball: The Art of Winning an Unfair Game|2003|4.24|66406|393324818/9780393324820
1156|I Am America (And So Can You!)|2007|3.91|71023|446580503/9780446580500
1157|The One Minute Manager|1981|3.85|70241|688014291/9780688014290
1158|Exodus|1958|4.33|77258|553258478/9780553258480
1159|Stones from the River|1994|4.07|80056|068484477X/9780684844770
1161|Cannery Row|1945|4.02|81598|014200068X/9780142000690
1162|Seriously... I'm Kidding|2011|3.72|74358|446585025/9780446585030
1164|The Snow Child|2012|3.95|72328|316175676/9780316175680
1167|The Divine Comedy|1308|4.06|74130|679433139/9780679433130
1168|The Tao of Pooh|1982|4.01|69975|1405204265/9781405204260
1171|The Birth of Venus|2003|3.79|78129|812968972/9780812968970
1174|The Girls|2016|3.49|76761|081299860X/9780812998600
1176|Mystic River|2001|4.19|86103|60584750/9780060584760
1178|The Prince and the Pauper|1881|3.84|84682|451528352/9780451528350
1179|The Moon is a Harsh Mistress|1966|4.17|80366|340837942/9780340837950
1180|The Forty Rules of Love|2010|4.17|35283|670021458/9780670021450
1182|Joyland|2013|3.9|75018|1781162646/9781781162640
1184|Tender Is the Night|1933|3.83|79008|068480154X/9780684801540
1185|Cold Sassy Tree|1984|3.99|82281|038531258X/9780385312580
1186|The Glass Menagerie|1945|3.67|90032|811214044/9780811214050
1187|My Brilliant Friend (The Neapolitan Novels |2011|||1609450787/9781609450790
1188|The 4-Hour Workweek|2007|3.84|66129|307353133/9780307353140
1189|The Monk Who Sold His Ferrari: A Fable About Fulfilling Your Dreams  Reaching Your Destiny|1996|3.77|52031|62515675/9780062515670
1190|Rules of Civility|2011|3.99|75541|670022691/9780670022690
1192|Between Shades of Gray|2011|4.36|87718|399254129/9780399254120
1193|Frindle|1996|3.79|83351|689818769/9780689818770
1195|The Round House|2012|3.91|67928|62065246/9780062065250
1198|A Little Life|2015|4.27|66782|385539258/9780385539260
1199|Y: The Last Man, Vol. 1: Unmanned|2003|4.12|81326|1563899809/9781563899800
1202|The Accidental Tourist|1985|3.9|80075|345452003/9780345452010
1204|The Invisible Man|1897|3.62|84778|451528522/9780451528520
1205|Hard-Boiled Wonderland and the End of the World|1985|4.15|63764|
1206|By the River Piedra I Sat Down and Wept|1994|3.57|62106|61122092/9780061122100
1207|The Swiss Family Robinson  |1812|3.92|78355|1402726023/9781402726030
1208|Four Past Midnight |1990|3.9|76376|450542882/9780450542890
1211|The Little Engine That Could|1930|4.15|82102|448405202/9780448405210
1212|We Are All Completely Beside Ourselves|2013|3.71|59973|399162097/9780399162090
1214|Ulysses|1922|3.74|76791|679722769/9780679722760
1215|Someone Like You|1998|3.94|84358|142401773/9780142401770
1216|Moloka'i|2003|4.15|75307|312304358/9780312304360
1220|Fates and Furies|2015|3.56|66085|1594634475/9781594634480
1221|Summer Sisters|1998|3.83|73515|440243750/9780440243760
1222|Stuart Little|1945|3.88|89033|64400565/9780064400560
1224|The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory|1999|4.06|32626|375708111/9780375708110
1229|Stellaluna|1993|4.22|87423|152802177/9780152802170
1230|Before They Are Hanged (The First Law |2007|||575077883/9780575077880
1231|Loving Frank|2007|3.73|72734|345494997/9780345494990
1234|Sybil: The Classic True Story of a Woman Possessed by Sixteen Personalities|1973|3.99|72493|446359408/9780446359400
1235|Cosmos|1980|4.35|76440|375508325/9780375508320
1236|Haunted|2005|3.59|68861|1400032822/9781400032820
1237|The Shell Seekers|1987|4.13|73573|051722285X/9780517222850
1238|What Is the What|2006|4.16|59333|1932416641/9781932416640
1239|Chronicle of a Death Foretold|1981|3.95|56200|140003471X/9781400034710
1241|Killing Lincoln: The Shocking Assassination that Changed America Forever|2011|4.02|71868|805093079/9780805093070
1242|The Lowland|2013|3.82|62231|307265749/9780307265750
1244|Wintergirls|2009|3.98|87665|067001110X/9780670011100
1245|The Brethren|2000|3.71|69351|385339674/9780385339670
1247|Rosemary's Baby|1967|3.96|78766|451194004/9780451194010
1250|The Dharma Bums|1958|3.94|62454|140042520/9780140042530
1252|Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity|2012|3.97|69596|1400067553/9781400067560
1255|The House on Mango Street|1984|3.57|81579|679734775/9780679734770
1256|City of Thieves|2008|4.28|68063|670018708/9780670018700
1258|The Twits|1980|3.94|82458|141318309/9780141318300
1260|The Beach House|2002|3.82|68676|446612545/9780446612550
1261|The Eyes of the Dragon|1987|3.92|72714|751504572/9780751504580
1262|Children of Dune (Dune Chronicles |1976|||441104029/9780441104020
1266|The Snowy Day|1962|4.13|81914|140501827/9780140501830
1268|Where We Belong|2012|3.86|68224|312554192/9780312554190
1269|The Hot Zone: The Terrifying True Story of the Origins of the Ebola Virus|1994|4.1|72207|385495226/9780385495230
1270|Sputnik Sweetheart|1999|3.82|62229|99448475/9780099448470
1271|The Signature of All Things|2012|3.81|61135|670024856/9780670024860
1272|Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation|2003|3.86|79117|1592402038/9781592402040
1274|The Night Before Christmas|1986|4.36|81553|399231900/9780399231900
1277|The Case for Christ|1988|4.1|67128|310226058/9780310226060
1279|Hoot|2002|3.81|75275|440421705/9780440421700
1280|The Aeneid|-17|3.81|75051|679729526/9780679729520
1281|This Is How You Lose Her|2012|3.75|66720|1594487367/9781594487360
1282|After Dark|2004|3.68|64278|307265838/9780307265840
1283|Ishmael:A Novel|1992|3.97|63304|553375407/9780553375400
1286|Quidditch Through the Ages|2001|3.85|90908|439321611/9780439321620
1288|The Long Walk|1979|4.11|71775|451196716/9780451196710
1292|'Salem's Lot|2005|4.25|72797|385516487/9780385516490
1294|god is Not Great: How Religion Poisons Everything|2007|3.96|64347|446579807/9780446579800
1296|State of Fear|2004|3.69|65397|61015733/9780061015730
1297|The Statistical Probability of Love at First Sight|2012|3.8|89356|316122386/9780316122380
1299|Still Life with Woodpecker|1980|4.04|56802|184243022X/9781842430220
1300|Those Who Save Us|2004|4.12|68480|156031663/9780156031660
1301|The Broker|2005|3.77|65428|385340540/9780385340540
1303|The Road Less Traveled: A New Psychology of Love, Traditional Values, and Spiritual Growth|1978|4.03|61238|671250671/9780671250680
1306|The Silent Wife|2013|3.3|60323|143123238/9780143123230
1307|How to Be a Woman|2011|3.73|70446|91940737/9780091940740
1309|Life|2010|3.84|60409|297854399/9780297854400
1310|Unaccustomed Earth|2008|4.11|60126|676979343/9780676979340
1311|The Pilot's Wife|1998|3.5|71777|316601950/9780316601960
1312|White Noise|1985|3.86|55678|140283307/9780140283300
1313|Band of Brothers: E Company, 506th Regiment, 101st Airborne from Normandy to Hitler's Eagle's Nest|1992|4.42|66079|743464117/9780743464120
1314|The Origin of Species|1859|3.97|64162|785819118/9780785819110
1315|Blankets|2003|4.06|70454|1891830430/9781891830430
1316|The Story of Edgar Sawtelle|2008|3.6|70382|61374229/9780061374230
1317|Drowning Ruth|2000|3.73|67768|345439104/9780345439110
1318|Post Office|1971|4.01|59295|876850867/9780876850860
1320|The Complete Sherlock Holmes, Vol 2|1914|4.46|66857|1593082045/9781593082050
1324|Fever 1793|2000|3.89|81945|689848919/9780689848920
1326|Dead Wake: The Last Crossing of the Lusitania|2015|4.07|61439|307408868/9780307408860
1327|The Jungle Book|1894|3.94|67107|812504690/9780812504700
1329|Howl and Other Poems|1956|4.14|71968|872863107/9780872863100
1330|Don't Sweat the Small Stuff ... and it's all small stuff: Simple Ways to Keep the Little Things from Taking Over Your Life|1997|3.95|63324|073380084X/9780733800850
1331|Go the Fuck to Sleep|2011|4.26|71816|1617750255/9781617750250
1333|Benjamin Franklin: An American Life|2003|3.96|70335|074325807X/9780743258070
1334|The Tiger's Wife|2011|3.37|66104|385343833/9780385343830
1338|The Book of Mormon: Another Testament of Jesus Christ|1830|4.37|63530|967686563/9780967686560
1339|The Mist|1980|3.92|82062|451223292/9780451223300
1344|What the Dog Saw and Other Adventures|2009|3.82|65277|316078573/9780316078570
1345|Pretty Girls|2015|3.95|60737|62430874/9780062430880
1347|Revival|2014|3.75|53662|1476770387/9781476770380
1348|Horton Hears a Who!|1954|4.16|80883|679800034/9780679800030
1349|The Blind Side: Evolution of a Game|2006|4.16|37792|393330478/9780393330470
1354|The Strange Case of Dr. Jekyll and Mr. Hyde and Other Tales of Terror|1886|3.94|80299|141439734/9780141439730
1355|The Hunger Games Tribute Guide|2012|4.4|67264|545457823/9780545457830
1357|The Pilgrim's Progress|1678|3.98|67777|486426750/9780486426750
1360|Duma Key|2008|3.93|73807|1416552510/9781416552510
1361|The House at Riverton|2006|3.93|69948|330448447/9780330448440
1364|Notes from Underground, White Nights, The Dream of a Ridiculous Man, and Selections from The House of the Dead|1864|4.17|65900|451529553/9780451529560
1365|The Heart is a Lonely Hunter|1940|3.97|67643|618084746/9780618084750
1367|The Once and Future King (The Once and Future King |1958|||441627404/9780441627400
1369|Bud, Not Buddy|1999|3.89|73000|385323069/9780385323060
1370|Fun Home: A Family Tragicomic|2006|4.12|48305|618477942/9780618477940
1371|Predictably Irrational: The Hidden Forces That Shape Our Decisions|2007|4.1|61496|006135323X/9780061353240
1372|الفيل الأزرق|2012|3.8|53187|
1375|Me and Earl and the Dying Girl|2012|3.58|82270|1419701762/9781419701760
1378|The Professor and the Madman: A Tale of Murder, Insanity and the Making of the Oxford English Dictionary|1998|3.84|71411|60839783/9780060839790
1382|Anne Rice's The Vampire Lestat: A Graphic Novel|1989|4.17|61842|345373944/9780345373950
1383|Sideways Stories from Wayside School (Wayside School |1978|||747571775/9780747571770
1384|The Art of Happiness|1998|4.14|61498|1573221112/9781573221120
1385|The Bone Clocks|2014|3.81|53151|1400065674/9781400065680
1386|Black and Blue|1998|3.86|67753|385333137/9780385333140
1388|The Last Juror|2004|3.85|63114|385339682/9780385339680
1389|Diary|2003|3.6|58428|1400032814/9781400032820
1392|Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto|2003|3.75|56548|743236017/9780743236010
1393|Brideshead Revisited: The Sacred and Profane Memories of Captain Charles Ryder|1945|3.99|69087|316926345/9780316926350
1395|The Miniaturist|2014|3.58|56344|62306812/9780062306810
1401|The Artist's Way: A Spiritual Path to Higher Creativity|1992|3.89|66049|1585421464/9781585421470
1402|The Stinky Cheese Man and Other Fairly Stupid Tales|1992|4.2|78487|067084487X/9780670844880
1403|Horns|2009|3.92|66287|61147958/9780061147950
1404|Catherine the Great: Portrait of a Woman|2011|3.91|66591|679456724/9780679456730
1406|Winter Garden|2009|4.13|66577|312364121/9780312364120
1407|The King of Torts|2003|3.67|61835|385339658/9780385339650
1408|Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10|2006|4.34|46551|316067598/9780316067590
1409|The 3 Mistakes of My Life|2008|2.97|53331|
1411|Native Son|1940|3.96|66194|006083756X/9780060837560
1415|The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses|2011|4.04|86284|307887898/9780307887890
1417|Chasing Harry Winston|2008|3.32|63342|743290119/9780743290110
1419|The Stand: Captain Trips|2009|4.43|57279|785136207/9780785136200
1420|The Rise and Fall of the Third Reich: A History of Nazi Germany|1960|4.15|64391|671728687/9780671728690
1421|A Long Way Down|2005|3.41|59843|1594481938/9781594481930
1423|Rose Madder|1995|3.66|70921|340640146/9780340640140
1426|Keeping Faith|1999|3.79|62405|60878061/9780060878060
1427|Heart-Shaped Box|2007|3.82|65005|61147931/9780061147940
1430|Everyone Worth Knowing|2005|3.39|59932|1416543007/9781416543010
1432|The Communist Manifesto|1848|3.51|56464|140447571/9780140447580
1433|The Woman in Cabin 10|2016|3.67|90541|1501132938/9781501132930
1434|The Last of the Mohicans (The Leatherstocking Tales |1826|||553213296/9780553213290
1435|Sophie's Choice|1979|4.18|66923|679736379/9780679736370
1437|The Iron Daughter|2010|4.13|93340|373210132/9780373210140
1438|The Prayer of Jabez:  Breaking Through to the Blessed Life|2000|3.92|57468|1576737330/9781576737330
1439|The Age of Miracles|2012|3.64|61296|812983602/9780812983610
1440|Have a Little Faith: a True Story|2009|4.16|60002|786868724/9780786868730
1441|My Life in France|2006|4.16|63100|1400043468/9781400043460
1443|The Secret of the Nagas (Shiva Trilogy |2011|||9380658797/97893806587
1444|Ham on Rye|1982|4.16|54140|006117758X/9780061177580
1445|Flipped|2001|3.94|79264|375825444/9780375825450
1446|Emotional Intelligence 2.0|2003|3.81|53384|974320625/9780974320620
1447|Make Way for Ducklings|1941|4.21|70704|670035386/9780670035380
1449|Notes from a Small Island|1995|3.91|66947|380727501/9780380727510
1451|The Walking Dead, Compendium 1|2009|4.43|57764|1607060760/9781607060760
1453|Everything, Everything|2015|4.11|132552|553496646/9780553496640
1454|Pygmalion|1912|3.9|70079|486282228/9780486282220
1455|Flight Behavior|2012|3.75|57078|62124269/9780062124260
1458|Corelli's Mandolin|1994|3.95|57583|067976397X/9780679763970
1460|In a Sunburned Country|2000|4.05|58688|767903862/9780767903870
1461|The Memoirs of Sherlock Holmes|1894|4.32|56918|192123092/9780192123090
1462|The Orphan Master's Son|2012|4.06|52765|812992792/9780812992790
1464|The Complete Persepolis|2003|4.36|71353|375714839/9780375714830
1465|The Chosen|1967|4.03|70701|449213447/9780449213440
1466|The Agony and the Ecstasy|1958|4.09|61256|451171357/9780451171350
1468|Love, Rosie|2004|3.95|55236|786891084/9780786891080
1469|Amelia Bedelia  (Amelia Bedelia |1963|||64441555/9780064441550
1475|الأسود يليق بك|2012|3.72|42958|
1477|Bleak House|1853|4|67433|143037617/9780143037610
1478|Caps for Sale: A Tale of a Peddler, Some Monkeys and Their Monkey Business|1938|4.12|72504|64431436/9780064431440
1481|Her Fearful Symmetry|2009|3.23|63737|224085611/9780224085620
1482|The Boston Girl|2014|3.79|51603|1439199353/9781439199350
1486|Through the Looking-Glass, and What Alice Found There|1871|4.06|63050|688120490/9780688120500
1487|Wild Swans: Three Daughters of China|1991|4.23|60193|743246985/9780743246990
1488|Go, Dog. Go!|1961|4.08|66360|394800206/9780394800200
1492|The Complete Poems of Emily Dickinson|1890|4.21|60278|316184136/9780316184140
1494|Born Standing Up: A Comic's Life|2007|3.87|60869|1416553649/9781416553650
1495|PostSecret: Extraordinary Confessions from Ordinary Lives (PostSecret)|2005|4.01|58841|60899190/9780060899200
1498|Hearts in Atlantis|1999|3.8|65063|340818670/9780340818670
1499|Small Great Things|2016|4.35|73745|345544951/9780345544960
1503|Jitterbug Perfume|1984|4.24|48277|1842430351/9781842430350
1506|The Zahir|2005|3.56|50921|60832819/9780060832810
1507|The Power of Positive Thinking|1952|4.08|52704|1416560610/9781416560620
1508|In a Dark, Dark Wood|2015|3.65|67344|1846558913/9781846558920
1509|The House of Mirth|1905|3.94|60611|1844082938/9781844082930
1511|The Slow Regard of Silent Things (The Kingkiller Chronicle |2014|||756410436/9780756410440
1512|Twelve Years a Slave|1853|4.15|39758|
1514|In the Heart of the Sea: The Tragedy of the Whaleship Essex|1999|4.16|57259|141001828/9780141001820
1515|Infidel|2006|4.2|58432|743289684/9780743289690
1516|The Black Swan: The Impact of the Highly Improbable|2007|3.88|53586|1400063515/9781400063510
1518|One Day in the Life of Ivan Denisovich|1962|3.94|61678|374529523/9780374529530
1519|The Diamond Age: or, A Young Lady's Illustrated Primer|1995|4.19|61836|553380966/9780553380960
1520|A Canticle for Leibowitz|1959|3.97|66721|60892994/9780060893000
1522|Brooklyn|2009|3.63|55459|1439138311/9781439138310
1524|Hillbilly Elegy: A Memoir of a Family and Culture in Crisis|2016|3.99|80737|62300547/9780062300550
1526|The Red Badge of Courage|1871|3.21|68448|1580495869/9781580495870
1527|What If?: Serious Scientific Answers to Absurd Hypothetical Questions|2014|4.17|60236|544272994/9780544273000
1529|The Witch Of Portobello|2006|3.51|51461|7251866/9780007251860
1532|Sing You Home|2011|3.76|62494|1439102724/9781439102720
1538|A Spool of Blue Thread|2015|3.4|42339|385683421/9780385683420
1539|The Underground Railroad|2016|4.04|72052|385542364/9780385542360
1543|The Racketeer|2012|3.79|48286|385535144/9780385535140
1544|Disgrace|1999|3.83|50422|143036378/9780143036370
1547|The Mermaid Chair|2004|3.1|62760|143036696/9780143036690
1551|Behind Closed Doors|2016|3.93|57865|1250121000/9781250121000
1555|The Island of Dr. Moreau|1896|3.72|60346|553214322/9780553214320
1557|Zeitoun|2008|4.08|55398|1934781630/9781934781630
1558|Out of My Mind|2010|4.37|63756|141697170X/9781416971700
1561|Doctor Zhivago|1957|4.03|59973|679774386/9780679774390
1562|Confess|2015|4.25|72611|1476791457/9781476791460
1564|Disclosure|1994|3.76|57818|99303744/9780099303750
1565|Death Comes to Pemberley|2012|3.21|65906|307959856/9780307959850
1566|Ethan Frome|1911|3.35|72421|142437808/9780142437800
1567|A Map of the World|1992|3.78|61347|385720106/9780385720110
1568|It Ends with Us|2016|4.44|80433|
1569|The Gift of the Magi|1905|4.07|66537|141693586X/9781416935860
1570|The Electric Kool-Aid Acid Test|1968|3.92|54848|553380648/9780553380640
1571|Naked Lunch|1959|3.46|55473|802140181/9780802140180
1572|Dream Country (The Sandman |1991|||156389226X/9781563892260
1573|A Painted House|2001|3.67|59974|385337930/9780385337940
1574|The Left Hand of Darkness|1969|4.05|61888|441007317/9780441007320
1575|Let It Snow: Three Holiday Romances|2008|3.84|57632|142412147/9780142412140
1576|Full Dark, No Stars|2010|4.03|60672|1439192561/9781439192570
1577|Being Mortal: Medicine and What Matters in the End|2014|4.4|56510|805095152/9780805095160
1578|Intensity|1987|4.04|58062|553582917/9780553582920
1579|Chelsea Chelsea Bang Bang|2010|3.81|55355|446552445/9780446552450
1580|A Doll's House|1879|3.69|69450|1406914835/9781406914830
1581|Hawaii|1959|4.18|59963|375760377/9780375760370
1582|Revolutionary Road|1961|3.89|56550|413757102/9780413757100
1583|Nick & Norah's Infinite Playlist|2006|3.73|60372|375835318/9780375835320
1584|Rosencrantz and Guildenstern Are Dead|1966|4.06|67077|802132758/9780802132760
1586|The Beach|1996|3.91|52333|1573226521/9781573226520
1587|Saving CeeCee Honeycutt|2010|3.92|54341|143145541/9780143145550
1589|Everything's Eventual: 14 Dark Tales|2002|3.94|60932|1416524355/9781416524360
1592|Airframe|1996|3.66|59229|99556316/9780099556310
1594|Bet Me|2004|3.95|70737|312987854/9780312987860
1595|Long Walk to Freedom|1994|4.31|43927|316548189/9780316548180
1596|Gray Mountain|2014|3.52|37379|038553714X/9780385537150
1598|The Maltese Falcon|1930|3.92|58742|752865331/9780752865330
1599|Night Road|2011|4.17|58028|312364423/9780312364430
1601|Emotional Intelligence: Why It Can Matter More Than IQ|1995|3.98|47661|055380491X/9780553804910
1603|The Story of Ferdinand|1936|4.35|70961|670674249/9780670674240
1605|Ivanhoe|1819|3.75|65828|140436588/9780140436590
1610|The Shoemaker's Wife|2012|3.98|53378|61257095/9780061257090
1613|What I Talk About When I Talk About Running|2007|3.79|49344|307269191/9780307269200
1615|Open|2009|4.18|47185|307268195/9780307268200
1620|A Scanner Darkly|1977|4.04|54014|057507681X/9780575076820
1621|Drive: The Surprising Truth About What Motivates Us|2008|3.95|55889|1594488843/9781594488850
1622|A Connecticut Yankee in King Arthur's Court|1889|3.76|50112|1416534733/9781416534730
1623|Batman: The Long Halloween|1997|4.29|54781|1563894696/9781563894700
1624|Nausea|1938|3.91|50876|811201880/9780811201890
1625|Wild at Heart: Discovering the Secret of a Man's Soul|2001|3.93|50215|785268839/9780785268830
1631|The Sign of Four|1890|3.96|60469|140439072/9780140439080
1632|The Mitten|1929|4.23|66701|039921920X/9780399219210
1635|Click, Clack, Moo: Cows That Type|1999|4.23|67171|689832133/9780689832130
1639|The True Confessions of Charlotte Doyle|1990|3.81|67608|380714752/9780380714760
1640|A Reliable Wife|2009|3.25|58348|1565125967/9781565125960
1642|Song of Solomon|1977|4.01|59756|140003342X/9781400033420
1643|Red Storm Rising|1986|4.14|54930|394298667/9780394298660
1644|Peace Like a River|2001|3.98|59642|802139256/9780802139250
1645|Rant|2007|3.82|49255|385517874/9780385517870
1647|تراب الماس|2010|4.09|43016|
1648|The Poky Little Puppy (A Little Golden Book)|1942|4.08|62571|307021343/9780307021340
1649|Tara Road|1998|3.88|60154|440235596/9780440235590
1650|The Call of the Wild/White Fang|1906|4.08|61126|1587263890/9781587263900
1656|All Things Bright and Beautiful (All Creatures Great and Small)|1973|4.3|57626|312330863/9780312330870
1657|Infinite Jest|1996|4.31|46742|316921173/9780316921180
1659|The Day of the Triffids|1951|4|58945|812967127/9780812967130
1660|The Sisters Brothers|2011|3.83|51694|62041266/9780062041260
1661|Secret Daughter|2010|3.97|52734|61922315/9780061922310
1662|Fantastic Mr. Fox|1970|4.03|66015|375822070/9780375822070
1663|Brida|1990|3.46|45905|9504915248/9789504915250
1664|A Room of One's Own|1929|4.1|59868|141183535/9780141183530
1666|Shakespeare's Sonnets|1592|4.24|58291|1903436575/9781903436580
1667|What Happened to Goodbye|2011|3.97|69636|670012947/9780670012950
1670|Same Kind of Different as Me|2005|4.21|52964|849900417/9780849900420
1671|Carry On|2015|4.19|46197|1250049555/9781250049550
1672|Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World|2003|4.21|53019|812973011/9780812973010
1675|The Book of Ruth|1988|3.82|56842|385265700/9780385265710
1676|Galápagos|1985|3.87|48330|385333870/9780385333870
1677|Next|2006|3.48|53487|60872985/9780060872980
1679|Leaves of Grass|1855|4.12|57763|1416523715/9781416523710
1681|Lady Chatterley's Lover|1928|3.49|46541|014303961X/9780143039620
1683|Liar's Poker|1989|4.16|22315|140143459/9780140143450
1684|The Richest Man in Babylon|1926|4.23|50206|451205367/9780451205360
1685|Salem Falls|2001|3.8|59930|743418719/9780743418710
1686|Belgarath the Sorcerer|1995|4.07|59737|345403959/9780345403960
1687|The Great Dune Trilogy  |1977|4.35|51454|575070706/9780575070710
1688|My Name Is Lucy Barton|2016|3.51|49578|1400067693/9781400067700
1691|Narrative of the Life of Frederick Douglass|1845|3.97|55576|1580495761/9781580495770
1692|He's Just Not That Into You: The No-Excuses Truth to Understanding Guys|2004|3.65|49015|141694740X/9781416947400
1695|The Jungle Books|1895|4|68750|451529758/9780451529760
1697|Captivating: Unveiling the Mystery of a Woman's Soul|2004|3.93|30395|785264698/9780785264700
1698|The Dark Tower: The Gunslinger Born|2007|4.18|60746|785121447/9780785121440
1699|The Lake House|2015|4.04|46348|
1700|A Tale for the Time Being|2013|3.98|51580|670026638/9780670026630
1703|South of the Border, West of the Sun|1992|3.87|47812|99448572/9780099448570
1704|Mother Night|1961|4.21|52249|385334141/9780385334140
1705|Influence: The Psychology of Persuasion|1984|4.18|45874|006124189X/9780061241900
1706|The Fall of the House of Usher and Other Tales |1960|4.14|57265|451526759/9780451526760
1707|Harriet the Spy (Harriet the Spy |1964|||440416795/9780440416790
1708|The Paying Guests|2014|3.39|44839|1594633118/9781594633120
1710|At Home: A Short History of Private Life|2010|3.96|55296|767919386/9780767919390
1711|Sushi for Beginners|2000|3.69|55373|60555955/9780060555960
1714|The Kitchen God's Wife|1991|3.98|58836|143038109/9780143038110
1715|Let the Right One In|2004|4.07|52518|1847241697/9781847241700
1717|Essential Tales and Poems|1849|4.35|59354|1593080646/9781593080650
1719|Phantoms|1983|3.93|56287|425181103/9780425181100
1720|Amy & Roger's Epic Detour|2010|4.05|65273|1416990658/9781416990660
1721|My Utmost for His Highest|1926|4.39|47720|1586608290/9781586608290
1724|Nightshade (Nightshade |2010|||039925482X/9780399254830
1725|Alice's Adventures in Wonderland|1865|3.99|30426|
1728|Uprooted|2015|4.13|61454|804179034/9780804179030
1729|Seveneves|2015|3.98|44612|
1730|Armada|2015|3.49|49958|804137250/9780804137260
1732|The Man in the Brown Suit|1924|3.97|56053|7151667/9780007151660
1733|The Summons|2002|3.68|53304|385339593/9780385339600
1734|Endurance: Shackleton's Incredible Voyage|1959|4.36|50142|078670621X/9780786706210
1736|Dark Matter|2016|4.11|63814|1101904224/9781101904220
1738|When You Reach Me|2009|4.08|64430|385737424/9780385737420
1739|The Bonfire of the Vanities|1987|3.81|52062|553381342/9780553381340
1740|In the Unlikely Event|2015|3.51|40885|1101875046/9781101875050
1746|Hide and Seek|1995|4.1|53038|6498523/9780006498520
1747|The Love Dare|2008|4.37|41908|805448659/9780805448660
1748|Goodnight Nobody|2005|3.64|51748|743470125/9780743470120
1749|The Death and Life of Charlie St. Cloud|2004|4.01|46361|330488902/9780330488910
1750|How to Stop Worrying and Start Living|1944|4.08|46797|671035975/9780671035980
1752|Animal Dreams|1990|4.05|51007|60921145/9780060921150
1756|M.C. Escher: The Graphic Work|1956|3.93|50047|3822858641/9783822858650
1757|Pope Joan|1996|4.06|51385|345416260/9780345416260
1758|Birdsong|1993|4.07|49930|679776818/9780679776820
1761|Moonwalking with Einstein: The Art and Science of Remembering Everything|2011|3.85|48816|159420229X/9781594202290
1762|While I Was Gone|1998|3.67|52244|345443284/9780345443280
1765|Clifford the Big Red Dog|1963|4.09|58925|059044297X/9780590442980
1767|The Sky Is Everywhere|2010|4.04|61937|803734956/9780803734950
1770|NOS4A2|2013|4.06|50181|62200577/9780062200570
1771|The Tenant of Wildfell Hall|1848|3.91|59408|140434747/9780140434740
1775|Strega Nona|1975|4.22|65259|8424133498/9788424133500
1777|Art and Fear: Observations on the Perils (and Rewards) of Artmaking|1993|3.67|47688|961454733/9780961454740
1778|Frida: A Biography of Frida Kahlo|1983|3.94|43976|60085894/9780060085900
1781|Don't Let the Pigeon Drive the Bus!|2003|4.29|59698|1844280136/9781844280130
1783|The Portrait of a Lady|1881|3.76|55019|141439637/9780141439630
1784|The Raven|1844|4.28|56633|486290727/9780486290720
1785|The Yellow Wallpaper and Other Stories|1892|4.02|64690|486298574/9780486298570
1786|Before the Fall|2016|3.76|48807|1455561789/9781455561780
1787|هيبتا|2014|3.82|42978|
1788|The Calvin and Hobbes Tenth Anniversary Book|1995|4.63|48280|836204387/9780836204380
1789|Dreamland|2000|3.91|64082|142401757/9780142401750
1790|The Art Forger|2012|3.69|47873|1616201320/9781616201330
1792|Half of a Yellow Sun|2006|4.28|46716|1400044162/9781400044160
1793|One Night at the Call Center|2005|2.47|40718|345498321/9780345498330
1794|At the Water's Edge|2015|3.65|44956|385523238/9780385523230
1795|The Running Man|1982|3.8|62268|451197968/9780451197960
1797|The Crying of Lot 49|1966|3.7|48692|006091307X/9780060913080
1800|Ubik|1969|4.1|48256|8498000831/9788498000830
1804|Three Wishes|2003|3.76|40569|60586133/9780060586130
1806|Fall on Your Knees|1996|3.95|50446|743466527/9780743466520
1807|The Scorpio Races|2011|4.08|70335|054522490X/9780545224900
1810|Furiously Happy: A Funny Book About Horrible Things|2015|3.93|59743|1250077001/9781250077000
1814|Left Neglected|2011|3.95|52095|1439164630/9781439164630
1815|Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family|1987|4.26|50412|671662341/9780671662350
1816|Redshirts|2012|3.84|53746|765316994/9780765317000
1819|The Last Anniversary|2006|3.72|35325|60890681/9780060890680
1822|Revolution 2020: Love, Corruption, Ambition|2011|3.07|42845|8129118807/9788129118810
1826|The General's Daughter|1992|4.07|50264|446364800/9780446364800
1829|The Omen|1976|3.99|49935|451219422/9780451219430
1834|The Hypnotist's Love Story|2011|3.69|34107|425260933/9780425260940
1836|The Kissing Hand|1993|4.41|51219|1933718005/9781933718000
